,price,loc,size
2015-08-19 22:49:00,2895,sfc,
2015-08-19 22:44:00,5800,sfc,1309.0
2015-08-19 22:41:00,6795,sfc,
2015-08-19 22:39:00,4300,sfc,1134.0
2015-08-19 22:38:00,10000,sfc,1997.0
2015-08-19 22:38:00,4995,sfc,
2015-08-19 22:37:00,5800,sfc,
2015-08-19 22:34:00,9000,sfc,2879.0
2015-08-19 22:32:00,6795,sfc,
2015-08-19 22:30:00,2900,sfc,
2015-08-19 22:24:00,4000,sfc,
2015-08-19 22:08:00,1898,sfc,
2015-08-19 22:00:00,2400,sfc,
2015-08-19 22:00:00,4800,sfc,
2015-08-19 22:00:00,2300,sfc,
2015-08-19 22:00:00,2500,sfc,
2015-08-19 21:59:00,2100,sfc,
2015-08-19 21:54:00,3400,sfc,
2015-08-19 21:50:00,6000,sfc,1400.0
2015-08-19 21:49:00,5950,sfc,1400.0
2015-08-19 21:46:00,3400,sfc,
2015-08-19 21:33:00,5500,sfc,
2015-08-19 21:30:00,2300,sfc,600.0
2015-08-19 21:23:00,7500,sfc,1500.0
2015-08-19 21:17:00,1695,sfc,500.0
2015-08-19 21:14:00,8200,sfc,
2015-08-19 21:11:00,7200,sfc,1200.0
2015-08-19 21:07:00,3500,sfc,800.0
2015-08-19 21:03:00,8200,sfc,
2015-08-19 20:51:00,4100,sfc,
2015-08-19 20:51:00,3950,sfc,1000.0
2015-08-19 20:48:00,4500,sfc,
2015-08-19 20:46:00,2200,sfc,
2015-08-19 20:30:00,2495,sfc,
2015-08-19 20:26:00,2495,sfc,
2015-08-19 20:20:00,3000,sfc,
2015-08-19 20:09:00,8000,sfc,
2015-08-19 20:01:00,3500,sfc,650.0
2015-08-19 19:53:00,4995,sfc,
2015-08-19 19:52:00,4995,sfc,
2015-08-19 19:39:00,3287,sfc,625.0
2015-08-19 19:36:00,3195,sfc,600.0
2015-08-19 19:34:00,3650,sfc,
2015-08-19 19:34:00,3500,sfc,
2015-08-19 19:34:00,3495,sfc,
2015-08-19 19:29:00,5850,sfc,1575.0
2015-08-19 19:20:00,4970,sfc,1200.0
2015-08-19 19:19:00,2395,sfc,1600.0
2015-08-19 19:17:00,4375,sfc,
2015-08-19 19:13:00,4995,sfc,
2015-08-19 19:11:00,7000,sfc,1640.0
2015-08-19 19:08:00,9000,sfc,
2015-08-19 19:07:00,4995,sfc,
2015-08-19 19:05:00,3200,sfc,800.0
2015-08-19 19:01:00,6500,sfc,
2015-08-19 18:57:00,6049,sfc,1374.0
2015-08-19 18:54:00,2595,sfc,
2015-08-19 18:54:00,3995,sfc,
2015-08-19 18:54:00,3695,sfc,
2015-08-19 18:53:00,3495,sfc,
2015-08-19 18:52:00,3595,sfc,743.0
2015-08-19 18:50:00,3495,sfc,
2015-08-19 18:46:00,6295,sfc,1723.0
2015-08-19 18:43:00,4350,sfc,1100.0
2015-08-19 18:40:00,7700,sfc,
2015-08-19 18:32:00,4395,sfc,1232.0
2015-08-19 18:28:00,5995,sfc,
2015-08-19 18:23:00,4350,sfc,
2015-08-19 18:23:00,2150,sfc,
2015-08-19 18:22:00,5990,sfc,1540.0
2015-08-19 18:17:00,4563,sfc,1009.0
2015-08-19 18:16:00,4900,sfc,1326.0
2015-08-19 18:13:00,2195,sfc,
2015-08-19 18:08:00,2850,sfc,468.0
2015-08-19 17:58:00,3782,sfc,782.0
2015-08-19 17:57:00,3838,sfc,825.0
2015-08-19 17:57:00,3950,sfc,764.0
2015-08-19 17:56:00,5961,sfc,1224.0
2015-08-19 17:49:00,3875,sfc,
2015-08-19 17:45:00,1550,sfc,
2015-08-19 17:44:00,2950,sfc,
2015-08-19 17:42:00,7495,sfc,
2015-08-19 17:41:00,5950,sfc,
2015-08-19 17:41:00,18000,sfc,
2015-08-19 17:37:00,3500,sfc,1466.0
2015-08-19 17:37:00,4000,sfc,1600.0
2015-08-19 17:31:00,8500,sfc,
2015-08-19 17:27:00,4180,sfc,
2015-08-19 17:25:00,4104,sfc,916.0
2015-08-19 17:23:00,3839,sfc,845.0
2015-08-19 17:23:00,2500,sfc,
2015-08-19 17:22:00,7777,sfc,1800.0
2015-08-19 17:20:00,4450,sfc,1150.0
2015-08-19 17:20:00,5680,sfc,1450.0
2015-08-19 17:13:00,11500,sfc,3600.0
2015-08-19 17:13:00,5250,sfc,2200.0
2015-08-19 17:10:00,2595,sfc,
2015-08-19 17:10:00,3000,sfc,
2015-08-19 17:09:00,3850,sfc,860.0
2015-08-20 09:10:00,2890,sby,890.0
2015-08-20 09:07:00,1580,sby,400.0
2015-08-20 09:07:00,4400,sby,1850.0
2015-08-20 09:04:00,3027,sby,
2015-08-20 09:04:00,2399,sby,950.0
2015-08-20 09:03:00,1795,sby,
2015-08-20 09:02:00,4400,sby,1850.0
2015-08-20 09:02:00,1925,sby,675.0
2015-08-20 08:59:00,2950,sby,1150.0
2015-08-20 08:58:00,2255,sby,
2015-08-20 08:52:00,2750,sby,
2015-08-20 08:51:00,3505,sby,1336.0
2015-08-20 08:51:00,3600,sby,1210.0
2015-08-20 08:51:00,2950,sby,1150.0
2015-08-20 08:51:00,2675,sby,714.0
2015-08-20 08:50:00,2900,sby,1051.0
2015-08-20 08:50:00,2250,sby,700.0
2015-08-20 08:43:00,3835,sby,1059.0
2015-08-20 08:42:00,3295,sby,1300.0
2015-08-20 08:41:00,2395,sby,
2015-08-20 08:37:00,5200,sby,2249.0
2015-08-20 08:36:00,1950,sby,760.0
2015-08-20 08:35:00,1800,sby,650.0
2015-08-20 08:35:00,3250,sby,1300.0
2015-08-20 08:35:00,2600,sby,800.0
2015-08-20 08:29:00,2895,sby,806.0
2015-08-20 08:28:00,2100,sby,700.0
2015-08-20 08:26:00,3400,sby,1200.0
2015-08-20 08:25:00,2600,sby,1000.0
2015-08-20 08:23:00,2100,sby,750.0
2015-08-20 08:20:00,2250,sby,1000.0
2015-08-20 08:19:00,1000,sby,
2015-08-20 08:19:00,2995,sby,1148.0
2015-08-20 08:18:00,4650,sby,2100.0
2015-08-20 08:16:00,2295,sby,850.0
2015-08-20 08:16:00,2595,sby,1200.0
2015-08-20 08:15:00,2388,sby,732.0
2015-08-20 08:13:00,3494,sby,1303.0
2015-08-20 08:12:00,2757,sby,732.0
2015-08-20 08:12:00,6800,sby,3200.0
2015-08-20 08:12:00,3300,sby,1200.0
2015-08-20 08:11:00,2602,sby,1015.0
2015-08-20 08:10:00,5000,sby,3100.0
2015-08-20 08:09:00,2533,sby,1015.0
2015-08-20 08:07:00,2450,sby,992.0
2015-08-20 08:04:00,2790,sby,1100.0
2015-08-20 07:54:00,3200,sby,1200.0
2015-08-20 07:43:00,950,sby,
2015-08-20 07:39:00,5600,sby,1867.0
2015-08-20 07:35:00,2536,sby,860.0
2015-08-20 07:31:00,2614,sby,1015.0
2015-08-20 07:30:00,2595,sby,688.0
2015-08-20 07:29:00,5780,sby,1956.0
2015-08-20 07:25:00,2600,sby,
2015-08-20 07:25:00,2814,sby,1150.0
2015-08-20 07:15:00,2884,sby,1015.0
2015-08-20 07:08:00,3559,sby,1303.0
2015-08-20 07:07:00,4000,sby,
2015-08-20 06:52:00,2500,sby,
2015-08-20 06:35:00,2150,sby,900.0
2015-08-20 06:34:00,3100,sby,
2015-08-20 06:13:00,3395,sby,1100.0
2015-08-20 06:13:00,2295,sby,600.0
2015-08-20 06:12:00,2995,sby,1000.0
2015-08-20 05:57:00,3895,sby,1600.0
2015-08-20 05:51:00,2250,sby,1003.0
2015-08-20 05:42:00,2950,sby,1257.0
2015-08-20 05:10:00,2000,sby,1049.0
2015-08-20 02:05:00,2150,sby,900.0
2015-08-20 01:42:00,3895,sby,1600.0
2015-08-20 01:37:00,4750,sby,1996.0
2015-08-20 00:30:00,2800,sby,869.0
2015-08-20 00:21:00,2999,sby,1505.0
2015-08-20 00:14:00,2995,sby,1100.0
2015-08-20 00:11:00,6180,sby,2954.0
2015-08-20 00:08:00,3150,sby,1600.0
2015-08-19 23:47:00,4000,sby,2448.0
2015-08-19 23:42:00,2900,sby,
2015-08-19 23:20:00,2895,sby,991.0
2015-08-19 23:14:00,1000,sby,150.0
2015-08-19 23:14:00,1000,sby,150.0
2015-08-19 23:11:00,4000,sby,2478.0
2015-08-19 23:11:00,1200,sby,280.0
2015-08-19 23:08:00,4200,sby,1454.0
2015-08-19 23:00:00,2750,sby,992.0
2015-08-19 22:59:00,4800,sby,2025.0
2015-08-19 22:56:00,3750,sby,1750.0
2015-08-19 22:55:00,2750,sby,992.0
2015-08-19 22:53:00,2600,sby,
2015-08-19 22:51:00,4800,sby,2025.0
2015-08-19 22:51:00,3600,sby,1317.0
2015-08-19 22:49:00,2500,sby,1495.0
2015-08-19 22:48:00,2500,sby,934.0
2015-08-19 22:45:00,2750,sby,992.0
2015-08-19 22:40:00,1195,sby,700.0
2015-08-19 22:39:00,1800,sby,
2015-08-19 22:36:00,2500,sby,975.0
2015-08-19 22:28:00,3400,sby,1250.0
2015-08-19 22:11:00,3300,sby,1676.0
2015-08-19 22:02:00,2995,sby,1100.0
2015-08-19 23:14:00,1000,sby,150.0
2015-08-19 23:14:00,1000,sby,150.0
2015-08-19 23:11:00,4000,sby,2478.0
2015-08-19 23:11:00,1200,sby,280.0
2015-08-19 23:08:00,4200,sby,1454.0
2015-08-19 23:00:00,2750,sby,992.0
2015-08-19 22:59:00,4800,sby,2025.0
2015-08-19 22:56:00,3750,sby,1750.0
2015-08-19 22:55:00,2750,sby,992.0
2015-08-19 22:53:00,2600,sby,
2015-08-19 22:51:00,4800,sby,2025.0
2015-08-19 22:51:00,3600,sby,1317.0
2015-08-19 22:49:00,2500,sby,1495.0
2015-08-19 22:48:00,2500,sby,934.0
2015-08-19 22:45:00,2750,sby,992.0
2015-08-19 22:40:00,1195,sby,700.0
2015-08-19 22:39:00,1800,sby,
2015-08-19 22:36:00,2500,sby,975.0
2015-08-19 22:28:00,3400,sby,1250.0
2015-08-19 22:11:00,3300,sby,1676.0
2015-08-19 22:02:00,2995,sby,1100.0
2015-08-19 22:02:00,1775,sby,725.0
2015-08-19 22:02:00,1775,sby,750.0
2015-08-19 22:01:00,1775,sby,700.0
2015-08-19 22:01:00,1775,sby,725.0
2015-08-19 22:01:00,1775,sby,750.0
2015-08-19 22:01:00,1775,sby,700.0
2015-08-19 22:01:00,1775,sby,700.0
2015-08-19 22:01:00,1775,sby,700.0
2015-08-19 22:01:00,1775,sby,700.0
2015-08-19 22:01:00,1775,sby,725.0
2015-08-19 22:01:00,1775,sby,750.0
2015-08-19 22:00:00,1775,sby,725.0
2015-08-19 22:00:00,1775,sby,725.0
2015-08-19 22:00:00,1775,sby,725.0
2015-08-19 22:00:00,1775,sby,725.0
2015-08-19 22:00:00,5990,sby,3473.0
2015-08-19 22:00:00,2790,sby,1200.0
2015-08-19 22:00:00,2580,sby,952.0
2015-08-19 21:58:00,1500,sby,375.0
2015-08-19 21:56:00,3750,sby,1040.0
2015-08-19 21:56:00,2799,sby,1005.0
2015-08-19 21:55:00,6495,sby,2591.0
2015-08-19 21:55:00,7495,sby,2700.0
2015-08-19 21:55:00,5750,sby,1900.0
2015-08-19 21:55:00,6996,sby,2591.0
2015-08-19 21:55:00,6995,sby,2591.0
2015-08-19 21:54:00,2750,sby,1100.0
2015-08-19 21:54:00,5500,sby,2000.0
2015-08-19 21:54:00,6495,sby,2591.0
2015-08-19 21:54:00,6495,sby,2591.0
2015-08-19 21:54:00,5750,sby,1900.0
2015-08-19 21:47:00,1825,sby,800.0
2015-08-19 21:46:00,3989,sby,1248.0
2015-08-19 21:41:00,4500,sby,
2015-08-19 21:40:00,1380,sby,500.0
2015-08-19 21:35:00,1750,sby,500.0
2015-08-19 21:34:00,3400,sby,1500.0
2015-08-19 21:33:00,2495,sby,850.0
2015-08-19 21:33:00,2650,sby,913.0
2015-08-19 21:30:00,2175,sby,800.0
2015-08-19 21:27:00,2700,sby,913.0
2015-08-19 21:24:00,3650,sby,1651.0
2015-08-19 21:23:00,3650,sby,1651.0
2015-08-19 21:21:00,2300,sby,
2015-08-19 21:20:00,3650,sby,1651.0
2015-08-19 21:15:00,3650,sby,1651.0
2015-08-19 21:13:00,1650,sby,700.0
2015-08-19 21:04:00,2440,sby,680.0
2015-08-19 20:57:00,3700,sby,1100.0
2015-08-19 20:55:00,3100,sby,1473.0
2015-08-19 20:52:00,1750,sby,900.0
2015-08-19 20:40:00,2000,sby,600.0
2015-08-19 20:40:00,4900,sby,2100.0
2015-08-19 20:36:00,4000,sby,2478.0
2015-08-19 20:36:00,3250,sby,1200.0
2015-08-19 20:36:00,2150,sby,900.0
2015-08-19 20:35:00,2100,sby,667.0
2015-08-19 20:30:00,2804,sby,824.0
2015-08-19 20:26:00,1950,sby,600.0
2015-08-19 20:21:00,2795,sby,
2015-08-19 20:20:00,4000,sby,1600.0
2015-08-19 20:16:00,3395,sby,1250.0
2015-08-19 20:16:00,3700,sby,2000.0
2015-08-19 20:15:00,4000,sby,2900.0
2015-08-19 20:13:00,3500,sby,1512.0
2015-08-19 20:08:00,4200,sby,1800.0
2015-08-19 20:03:00,3790,sby,1750.0
2015-08-19 20:02:00,3600,sby,1464.0
2015-08-19 20:02:00,3500,sby,1646.0
2015-08-19 20:01:00,2600,sby,800.0
2015-08-19 19:59:00,1180,sby,210.0
2015-08-19 19:42:00,3500,sby,1536.0
2015-08-19 19:32:00,8750,sby,2770.0
2015-08-19 19:30:00,2629,sby,1158.0
2015-08-19 19:26:00,2250,sby,
2015-08-19 19:21:00,3455,sby,1046.0
2015-08-19 19:15:00,2658,sby,869.0
2015-08-19 19:11:00,2205,sby,676.0
2015-08-19 19:09:00,2456,sby,790.0
2015-08-20 08:47:00,3450,scz,2100.0
2015-08-20 08:38:00,1000,scz,
2015-08-20 08:11:00,2350,scz,1000.0
2015-08-20 06:54:00,2250,scz,952.0
2015-08-20 05:22:00,3200,scz,1000.0
2015-08-20 01:07:00,2900,scz,1500.0
2015-08-19 21:37:00,2600,scz,1550.0
2015-08-19 21:20:00,2200,scz,1400.0
2015-08-19 21:01:00,1700,scz,
2015-08-19 20:44:00,1350,scz,
2015-08-19 20:31:00,2400,scz,1256.0
2015-08-19 20:26:00,1950,scz,1100.0
2015-08-19 18:52:00,2500,scz,870.0
2015-08-19 18:10:00,1200,scz,
2015-08-19 17:46:00,1295,scz,440.0
2015-08-19 17:25:00,2150,scz,
2015-08-19 17:24:00,2995,scz,
2015-08-19 16:37:00,1100,scz,1000.0
2015-08-19 16:28:00,2395,scz,1200.0
2015-08-19 16:18:00,2495,scz,850.0
2015-08-19 16:11:00,1550,scz,350.0
2015-08-19 15:42:00,2561,scz,771.0
2015-08-19 15:40:00,2300,scz,1300.0
2015-08-19 15:25:00,1800,scz,525.0
2015-08-19 15:13:00,2375,scz,1200.0
2015-08-19 14:53:00,2700,scz,1900.0
2015-08-19 14:37:00,3000,scz,1100.0
2015-08-19 14:36:00,1800,scz,
2015-08-19 14:23:00,2500,scz,
2015-08-19 14:05:00,8000,scz,
2015-08-19 12:59:00,2400,scz,830.0
2015-08-19 12:59:00,2600,scz,1200.0
2015-08-19 12:51:00,4995,scz,2126.0
2015-08-19 12:36:00,3000,scz,
2015-08-19 12:24:00,2195,scz,656.0
2015-08-19 12:00:00,3600,scz,1650.0
2015-08-19 12:00:00,1350,scz,
2015-08-19 11:05:00,2595,scz,
2015-08-19 11:05:00,4400,scz,
2015-08-19 11:05:00,1450,scz,
2015-08-19 10:48:00,2200,scz,1200.0
2015-08-19 10:46:00,2400,scz,1260.0
2015-08-19 10:43:00,2500,scz,
2015-08-19 10:37:00,2999,scz,1016.0
2015-08-19 10:37:00,3695,scz,2800.0
2015-08-19 10:28:00,3375,scz,1000.0
2015-08-19 10:28:00,3350,scz,1384.0
2015-08-19 09:58:00,2200,scz,
2015-08-19 09:43:00,2589,scz,790.0
2015-08-19 09:10:00,2095,scz,685.0
2015-08-19 09:08:00,2189,scz,625.0
2015-08-19 07:09:00,2400,scz,
2015-08-19 06:34:00,3850,scz,2070.0
2015-08-19 06:32:00,2500,scz,1200.0
2015-08-19 05:41:00,1450,scz,570.0
2015-08-19 01:57:00,2700,scz,1900.0
2015-08-19 01:44:00,6475,scz,
2015-08-19 00:46:00,2750,scz,
2015-08-19 00:30:00,3500,scz,2200.0
2015-08-18 22:41:00,4400,scz,2450.0
2015-08-18 22:37:00,3900,scz,4300.0
2015-08-18 22:16:00,7500,scz,1741.0
2015-08-18 21:54:00,3800,scz,2100.0
2015-08-18 21:54:00,6250,scz,5400.0
2015-08-18 21:15:00,5500,scz,2300.0
2015-08-18 20:19:00,3350,scz,
2015-08-18 19:11:00,2400,scz,1300.0
2015-08-18 17:33:00,1900,scz,671.0
2015-08-18 16:43:00,2950,scz,1077.0
2015-08-18 15:15:00,3000,scz,
2015-08-18 15:01:00,4700,scz,1500.0
2015-08-18 12:01:00,3475,scz,1724.0
2015-08-18 11:56:00,2555,scz,
2015-08-18 11:56:00,2375,scz,
2015-08-18 11:39:00,2653,scz,960.0
2015-08-18 11:23:00,4400,scz,
2015-08-18 11:12:00,2500,scz,
2015-08-18 11:08:00,1900,scz,950.0
2015-08-18 11:03:00,3300,scz,1310.0
2015-08-18 11:01:00,2450,scz,1396.0
2015-08-18 10:43:00,1500,scz,
2015-08-18 10:41:00,2900,scz,
2015-08-18 10:37:00,1895,scz,920.0
2015-08-18 10:35:00,2100,scz,925.0
2015-08-18 09:48:00,3690,scz,2200.0
2015-08-18 09:45:00,1250,scz,
2015-08-18 09:40:00,1350,scz,310.0
2015-08-18 09:40:00,2000,scz,600.0
2015-08-18 09:36:00,2400,scz,1000.0
2015-08-18 09:21:00,3300,scz,1700.0
2015-08-18 09:19:00,2999,scz,1016.0
2015-08-18 09:16:00,2800,scz,1352.0
2015-08-18 09:08:00,2700,scz,1200.0
2015-08-18 09:06:00,2400,scz,900.0
2015-08-18 08:33:00,1900,scz,
2015-08-18 08:29:00,2300,scz,1200.0
2015-08-18 07:49:00,3200,scz,1300.0
2015-08-18 07:40:00,1975,scz,
2015-08-17 21:56:00,4400,scz,2600.0
2015-08-17 20:54:00,1600,scz,1000.0
2015-08-17 20:51:00,3300,scz,1485.0
2015-08-17 20:27:00,1880,scz,550.0
2015-08-17 19:41:00,2250,scz,
2015-08-17 19:40:00,3050,scz,1200.0
2015-08-17 19:25:00,1895,scz,850.0
2015-08-17 18:54:00,1750,scz,
2015-08-17 18:31:00,1500,scz,745.0
2015-08-17 18:22:00,2800,scz,1000.0
2015-08-17 18:02:00,3100,scz,2333.0
2015-08-17 17:25:00,4000,scz,2800.0
2015-08-17 16:54:00,1975,scz,900.0
2015-08-17 16:33:00,5000,scz,2200.0
2015-08-17 16:03:00,4400,scz,2100.0
2015-08-17 16:01:00,1995,scz,
2015-08-17 15:41:00,2900,scz,1814.0
2015-08-17 15:12:00,2400,scz,
2015-08-17 15:12:00,2700,scz,
2015-08-17 15:12:00,1450,scz,
2015-08-17 15:12:00,1450,scz,
2015-08-17 15:12:00,3000,scz,
2015-08-17 15:11:00,1900,scz,
2015-08-17 15:11:00,1800,scz,
2015-08-17 14:53:00,3200,scz,
2015-08-17 14:52:00,2875,scz,2000.0
2015-08-17 14:47:00,1250,scz,350.0
2015-08-17 14:22:00,3300,scz,700.0
2015-08-17 13:57:00,3250,scz,1200.0
2015-08-17 13:48:00,2700,scz,1825.0
2015-08-17 13:47:00,3500,scz,
2015-08-17 13:38:00,2800,scz,1250.0
2015-08-17 13:38:00,2800,scz,860.0
2015-08-17 13:38:00,2275,scz,550.0
2015-08-17 13:35:00,2999,scz,1016.0
2015-08-17 13:11:00,2350,scz,
2015-08-17 13:02:00,1700,scz,
2015-08-17 10:46:00,2695,scz,
2015-08-17 10:46:00,1795,scz,
2015-08-17 10:46:00,1695,scz,
2015-08-17 10:35:00,3400,scz,2052.0
2015-08-17 10:20:00,4500,scz,2785.0
2015-08-17 10:20:00,5500,scz,2147.0
2015-08-17 09:41:00,3500,scz,3248.0
2015-08-17 09:40:00,2000,scz,
2015-08-17 09:30:00,2850,scz,1400.0
2015-08-17 09:17:00,2900,scz,1000.0
2015-08-17 08:29:00,2250,scz,
2015-08-17 08:21:00,1900,scz,800.0
2015-08-17 03:45:00,4295,scz,2100.0
2015-08-16 21:37:00,5000,scz,
2015-08-16 21:03:00,2600,scz,2000.0
2015-08-16 20:48:00,2400,scz,
2015-08-16 19:49:00,2400,scz,1350.0
2015-08-16 18:58:00,5500,scz,3500.0
2015-08-16 18:39:00,1975,scz,
2015-08-16 16:28:00,2250,scz,1045.0
2015-08-16 15:26:00,1450,scz,570.0
2015-08-16 15:06:00,1650,scz,600.0
2015-08-16 13:14:00,2850,scz,1400.0
2015-08-16 12:10:00,2850,scz,
2015-08-16 11:14:00,3494,scz,1035.0
2015-08-16 11:12:00,1600,scz,700.0
2015-08-16 11:05:00,3300,scz,
2015-08-16 10:25:00,2800,scz,850.0
2015-08-16 10:19:00,1400,scz,750.0
2015-08-16 10:12:00,3900,scz,1600.0
2015-08-16 10:00:00,3900,scz,2200.0
2015-08-16 09:28:00,3000,scz,1400.0
2015-08-16 09:16:00,2400,scz,
2015-08-15 16:55:00,2150,scz,650.0
2015-08-15 16:27:00,2500,scz,1200.0
2015-08-15 16:23:00,2999,scz,1016.0
2015-08-15 15:47:00,1900,scz,1000.0
2015-08-15 13:47:00,3249,scz,837.0
2015-08-15 13:46:00,4250,scz,985.0
2015-08-15 12:38:00,1900,scz,885.0
2015-08-15 12:37:00,3450,scz,2000.0
2015-08-15 11:33:00,1950,scz,1000.0
2015-08-15 11:13:00,3399,scz,1035.0
2015-08-15 10:29:00,1800,scz,
2015-08-15 08:22:00,2400,scz,800.0
2015-08-15 06:41:00,2400,scz,
2015-08-14 22:33:00,3400,scz,1200.0
2015-08-14 21:10:00,6000,scz,2500.0
2015-08-14 19:41:00,3100,scz,1625.0
2015-08-14 17:36:00,2100,scz,650.0
2015-08-14 17:17:00,1950,scz,960.0
2015-08-14 17:04:00,3600,scz,1600.0
2015-08-14 15:51:00,1950,scz,1000.0
2015-08-14 15:47:00,2000,scz,1000.0
2015-08-14 15:41:00,2350,scz,
2015-08-14 15:41:00,2150,scz,
2015-08-14 14:54:00,3200,scz,
2015-08-14 14:38:00,2300,scz,1075.0
2015-08-14 14:11:00,3500,scz,1800.0
2015-08-14 13:48:00,2600,scz,
2015-08-14 12:38:00,4500,scz,2700.0
2015-08-14 12:07:00,1700,scz,
2015-08-14 11:06:00,1375,scz,
2015-08-14 10:44:00,650,scz,910.0
2015-08-14 10:39:00,1950,scz,700.0
